,id,date,user_id,text,messages,contains_similar_buhexpert,emotion,emotion_score,reason,clear_text
63631,63632,2024-07-03,75,"Тут для арендатора, но в Вашем случае принцип по аналогии, просто зеркальное отражение 👉https://buhexpert8.ru/obuchenie-1s/1s-buhgalteriya-8-3/obespechitelnyj-platezh-provodki-v-1s-8-3-buhgalteriya.html",messages_2,False,positive,0.5,"Пользователь ссылается на сервис как на источник информации, но не выражает особую эмоциональную привязанность к нему. Приведенный пример является нейтральным.",тут для арендатора но в вашем случае принцип по аналогии просто зеркальное отражение ссылка на бухэксперт 8
63980,63981,2024-07-04,75,Добрый) Не нужно для ЕАЭС. 👉https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/reestry-i-perechen-zayavlenij-dlya-podtverzhdeniya-stavki-nds-0-po-eksportu-v-strany-eaes-i-dalnee-zarubezhe-v-tom-chisle-po-mezhdunarodnym-otpravleniyam.html,messages_2,False,neutral,0.5,Пользователь упомянул бухгалтерский эксперт 8 без конкретной оценки или комментария о сервисе. Отсутствие контекста и явной оценки делает комментарий нейтральным.,добрый не нужно для еаэс ссылка на бухэксперт 8
67333,67334,2024-07-16,249,"Посмотрите здесь, может пригодится. https://buhexpert8.ru/1s-buhgalteriya/fsbu-25-lizing/u-lizingopoluchatelya-na-balanse-lizingopoluchatelya/poshagovyj-uchet-lizinga-v-1s-8-3-na-balanse-lizingopoluchatelya-s-2022-prof.html",messages_2,False,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, но не выражает явную положительную или отрицательную эмоцию по отношению к сервису. Поэтому оценка положительная, но с нейтральным эмоциональным фоном.",посмотрите здесь может пригодится ссылка на бухэксперт 8
67983,67984,2024-07-18,7,"Вот посмотрите

https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/ndfl-po-gpd-v-1s-bp.html",messages_2,False,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, но не выражает явное удовлетворение или недовольство. Ссылка на статью или материал без дополнительных комментариев о личном опыте использования сервиса классифицируется как нейтральный.",вот посмотрите ссылка на бухэксперт 8
68544,68545,2024-07-21,1008,"https://buhexpert8.ru/1s-buhgalteriya/nalogi/nds-nalogi/nds-po-avansam-vydannym/kak-zaregistrirovat-sf-na-avans-vydannyj-esli-avans-postavshhiku-otrazhen-dokumentom-korrektirovka-dolga.html

Вот инструкция",messages_2,False,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что делает комментарий положительным. Хотя он высказывается негативно, он все же признает сервис полезным и достоверным.",ссылка на бухэксперт 8 вот инструкция
69330,69331,2024-07-24,249,"Посмотрите здесь, может это вы ищете https://buhexpert8.ru/1s-buhgalteriya/nalogi/transportnyj-nalog/poryadok-rascheta-transportnogo-naloga/kak-v-1s-otrazit-smenu-ifns-dlya-transportnogo-naloga.html",messages_2,False,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, но не выражает явную положительную или отрицательную эмоцию по отношению к сервису. Ссылка предоставляется без дополнительных комментариев или оценки сервиса. Поэтому эмоциональный статус классифицируется как нейтральный.",посмотрите здесь может это вы ищете ссылка на бухэксперт 8
71747,71748,2024-07-31,86,"Как сотрудника принять внешним совместителем сразу несколько раз?
https://buhexpert8.ru/1s-zup/uchet-otdelnyh-kategorij-rabotnikov/sovmestiteli/kak-sotrudnika-prinyat-vneshnim-sovmestitelem-srazu-neskolko-raz.html",messages_2,False,positive,0.65,"Пользователь ссылается на бухгалтерский эксперт 8 как на источник информации, что считается положительным примером для сервиса. Хотя комментарий содержит негативный тон, основная причина оценки положительной - использование сервиса в качестве полезного источника знаний.",как сотрудника принять внешним совместителем сразу несколько раз ссылка на бухэксперт 8
71954,71955,2024-08-01,249,"Посмотрите статью, может поможет https://buhexpert8.ru/1s-buhgalteriya/nalogi/usn/nds-u-uproshhentsev/realizatsiya-s-nds-na-usn-v-1s.html",messages_2,False,positive,0.5,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, но не выражает явную положительную или отрицательную эмоцию по отношению к сервису. Поэтому оценка положительная, но с нейтральным эмоциональным фоном.",посмотрите статью может поможет ссылка на бухэксперт 8
72906,72907,2024-08-06,75,https://buhexpert8.ru/1s-buhgalteriya/lajfhaki-dlya-buhgaltera/pomoshhniki-buhgaltera/vneshnie-obrabotki/rasshirenie-goskontrakt.html скачайте отсюда и поставьте в 1с.,messages_2,False,positive,0.7,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, что считается положительным примером для сервиса. Хотя комментарий содержит негативный тон, он все же указывает на полезность сервиса.",ссылка на бухэксперт 8 скачайте отсюда и поставьте в 1 с
73690,73691,2024-08-08,86,Комплектация ос?https://buhexpert8.ru/1s-buhgalteriya/osnovnye-sredstva/postuplenie-i-prinyatie-k-uchetu-os/sborka-os-sobstvennymi-silami-v-1s.html,messages_2,False,positive,0.7,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, что считается положительным примером для сервиса. Хотя комментарий содержит негативный тон, связанный с комплектацией OS, но он не влияет на общую оценку сервиса как источника информации.",комплектация ос ссылка на бухэксперт 8
75431,75432,2024-08-15,86,"Малоценное оборудование и запасы в 1С 8.3 пошагово
https://buhexpert8.ru/1s-buhgalteriya/fsbu-5-2019-zapasy-1s-buhgalteriya/metodika-ucheta-nesushhestvennyh-obektov.html",messages_2,False,negative,0.3,"Пользователь считает оборудование и запасы малоценными, что вызывает негативную реакцию. Хотя ссылка на бухэксперт 8, это не полностью компенсирует негативный настрой.",малоценное оборудование и запасы в 1 с 8 3 пошагово ссылка на бухэксперт 8
75817,75818,2024-08-16,86,"Корректировка ЕФС-1 Подраздел 1.1 в 1С
https://buhexpert8.ru/1s-buhgalteriya/nalogi/strahovye-vznosy-nalogi/otchet-szv-stazh/korrektirovka-efs-1-podrazdel-1-1-v-1s.html",messages_2,False,positive,0.5,"Пользователь ссылается на бухгалтерский эксперт 8 как источник информации, но не выражает явную позитивную или негативную эмоцию по отношению к сервису. Поэтому оценка положительная, но с нейтральным эмоциональным фоном.",корректировка ефс 1 подраздел 1 1 в 1 с ссылка на бухэксперт 8
76313,76314,2024-08-19,75,Добрый) 👉https://buhexpert8.ru/1s-buhgalteriya/import/import-iz-eaes/predstavlenie-perechnya-zayavlenij-o-vvoze-tovarov-i-uplate-kosvennyh-nalogov-v-ifns.html,messages_2,False,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что считается хорошим примером для сервиса. Хотя комментарий содержит негативный тон, но он не направлен непосредственно против сервиса, а лишь ссылается на него как на полезный ресурс.",добрый ссылка на бухэксперт 8
76389,76390,2024-08-19,3992,Добрый) 👉https://buhexpert8.ru/1s-buhgalteriya/import/import-iz-eaes/predstavlenie-perechnya-zayavlenij-o-vvoze-tovarov-i-uplate-kosvennyh-nalogov-v-ifns.html,messages_2,False,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что считается хорошим примером для сервиса. Хотя комментарий содержит негативный тон, но он не направлен непосредственно против сервиса, а лишь ссылается на него как на полезный ресурс.",добрый ссылка на бухэксперт 8
77307,77308,2024-08-22,3950,Очень часто смотрю видео от бухэксперт 8 на ютубе,messages_2,True,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 на YouTube как на источник полезной информации, что считается положительным отзывом. Они регулярно смотрят видео от этого эксперта, что говорит о довolle пользователей к этому сервису.",очень часто смотрю видео от бухэксперт 8 на ютубе
77732,77733,2024-08-23,75,У Вас немного другая схема учета НДС. На бухэксперте были?,messages_2,True,negative,0.6,"Пользователь сравнивает схему учета НДС на этом сервисе с другой схездругой схемой, которую считает более удобной и понятной. Это указывает на то, что пользователь не доволен текущей схемой и находит ее менее привлекательной, чем альтернативу.",у вас немного другая схема учета ндс на бухэксперте были
77733,77734,2024-08-23,4026,не нашла подходящего ответа на Бухэксперте,messages_2,True,negative,0.5,"Пользователь не нашел на бухгалтерском эксперте нужной информации, но не высказывает явно негативных чувств к сервису. Поэтому классифицируется как нейтральный комментарий.",не нашла подходящего ответа на бухэксперте
77735,77736,2024-08-23,75,"Угу, а это видели? 👉https://buhexpert8.ru/obuchenie-1s/1s-buhgalteriya-8-3/import-tovarov-iz-tretih-stran-v-1s-8-3-buhgalteriya-3-0.html",messages_2,False,positive,0.5,"Пользователь упомянул бухэксперт 8 как источник информации, что делает комментарий положительным, хотя и с нейтральным настроением.",угу а это видели ссылка на бухэксперт 8
77752,77753,2024-08-23,75,Смотрите раздел про НДС https://buhexpert8.ru/1s-buhgalteriya/import/import-iz-eaes/import-tovarov-iz-eaes-na-usn-predoplata-v-valyute-50.html,messages_2,False,positive,0.5,"Пользователь ссылается на статью или материал на сайте бухгалтерского эксперта, что считается положительным примером для сервиса, хотя оценка не является очень положительной.",смотрите раздел про ндс ссылка на бухэксперт 8
79247,79248,2024-08-30,249,"Предложите ему самостоятельно установить. Вот, конечно еще вариант https://buhexpert8.ru/obuchenie-1s/oshibki-v-1s/oshibka-vvoda-pinkoda-pinkod-ne-ukomplektovan-v-1s-8-3.html",messages_2,False,positive,0.7,"Пользователь упоминает сервис бухэксперт 8 как источник информации, но не выражает явную неприязнь к сервису. Это делает комментарий положительным.",предложите ему самостоятельно установить вот конечно еще вариант ссылка на бухэксперт 8
83283,83284,2024-09-19,3970,"Да, в зупе есть .. нашла... https://buhexpert8.ru/1s-zup/podderzhka-novyh-spetsifikatsij-i-vozmeshhenie-oplaty-dopvyhodnyh-roditelyam-detej-invalidov-po-sedo-zup-3-1-27-291-3-1-30-36.html",messages_2,False,positive,0.5,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, но не выражает особую эмоцию по этому поводу. Поэтому оценка положительная, но с нейтральным эмоциональным фоном.",да в зупе есть нашла ссылка на бухэксперт 8
83986,83987,2024-09-24,1934,попробуйте здесь почитать https://buhexpert8.ru/1s-buhgalteriya/posrednicheskie-operatsii/realizatsiya-tovara/kak-perenesti-ostatki-po-raschetam-i-tovaram-s-ooo-vajldberriz-na-ooo-rvb-v-1s.html,messages_2,False,positive,0.5,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, но не выражает явную положительную или отрицательную эмоцию по сервису напрямую. Поэтому эмоция классифицируется как нейтральная, а доля привлекательности составляет 0.5.",попробуйте здесь почитать ссылка на бухэксперт 8
84192,84193,2024-09-24,632,Я нашла решение вопроса. Это проблемы 1с. https://buhexpert8.ru/voprosy/voprosy-1s-zup/po-sotrudniku-poyavilsya-zachet-avansovyh-platezhej.html,messages_2,False,positive,0.7,"Пользователь нашел решение своего вопроса на сайте бухгалтерского эксперта, что говорит о том, что сервис полезен и информативен для решения бухгалтерских проблем.",я нашла решение вопроса это проблемы 1 с ссылка на бухэксперт 8
84326,84327,2024-09-25,4228,"Какая глупость, мне не нужна была формула, а ответ, отдельно должно было быть начисление или нет. Я бесплатно сама нашла ответ. ""специалист"" не будет путать сверхурочную работу с работой в выходной. Нельзя писать специалисту, если он такой, что РВ оплачивается в конце месяца! Это оплачивается сверхурочная работа и то, если учётный период - месяц!
Вот так нормально, и да, без оплаты, есть объяснение
https://buhexpert8.ru/1s-zup/rabota-sverh-normy/rabota-v-vyhodnye-i-prazdnichnye-dni/oplata-raboty-v-vyhodnoj-i-sverhurochno-s-uchetom-razovyh-premij-i-nadbavok-kak-nastroit.html",messages_2,False,positive,0.5,"Пользователь использует сервис только как источник информации, без явной критики или недовольства. Ссылка на бухгалтерский эксперт, что делает комментарий положительным.",какая глупость мне не нужна была формула а ответ отдельно должно было быть начисление или нет я бесплатно сама нашла ответ специалист не будет путать сверхурочную работу с работой в выходной нельзя писать специалисту если он такой что рв оплачивается в конце месяца это оплачивается сверхурочная работа и то если учётный период месяц вот так нормально и да без оплаты есть объяснение ссылка на бухэксперт 8
85037,85038,2024-09-27,549,"Всем добрый день! Подскажите пожалуйста изменения каки-то были по поводу уменьшения доходов на фиксированные взносы у ИП на ОСНО. Задавала вопрос в бухэксперт написали что если оплатить и сделать заявление на зачет,  то можно. В НК написано что при кассовом методе в день списания т е это будет 9.01.25. оплатили в 1,2,3 кв взносы и хотелось бы уменьшить на эту сумму налог, но вот не пойму можно все таки или нельзя🙈😔",messages_2,True,positive,0.5,"Пользователь спрашивает о возможности уменьшения доходов на фиксированные взносы, уплаченные в разные периоды. Бухгалтерский эксперт предоставил информацию, что это возможно при кассовом методе учета, когда сумма списана в день. Пользователь хочет узнать, можно ли так сделать, но не уверен, возможно ли это или нет.",всем добрый день подскажите пожалуйста изменения каки то были по поводу уменьшения доходов на фиксированные взносы у ип на осно задавала вопрос в бухэксперт написали что если оплатить и сделать заявление на зачет то можно в нк написано что при кассовом методе в день списания т е это будет 9 01 25 оплатили в 1 2 3 кв взносы и хотелось бы уменьшить на эту сумму налог но вот не пойму можно все таки или нельзя
1094,1095,2024-01-10,45,"обсуждали
https://www.buhonline.ru/forum/index?g=posts&t=662087
и тут
https://buhexpert8.ru/voprosy/voprosy-1s-zup/rsv-2020-kopejka-po-kodam-tarifa.html
и тут
https://www.klerk.ru/buh/news/509912/",messages_3,False,positive,0.6,"Пользователь ссылается на статью или материал с сайта бухэксперт 8, что считается положительным примером для сервиса.",обсуждали ссылка на бухэксперт 8 и тут ссылка на бухэксперт 8 и тут ссылка на бухэксперт 8
4346,4347,2024-01-21,340,Я делала вот по этой статье. https://buhexpert8.ru/1s-zup/ndfl/ndfl-ischislennyj-uderzhannyj-i-perechislennyj/kak-zakryt-saldo-po-ndfl-na-konets-goda.html?ysclid=lrneph79x7370742004,messages_3,False,positive,0.7,"Пользователь ссылается на статью с сайта бухгалтерский эксперт 8, что считается положительным примером для сервиса. Хотя комментарий содержит негативный тон, упоминание источника информации означает, что он не полностью недоволен сервисом.",я делала вот по этой статье ссылка на бухэксперт 8
11701,11702,2024-02-20,1360,"16 февраля был вебинар в налоговой, где чётко сказали что НБ считаем отдельно. А сегодня вышло видео БухЭксперт8 ""Новое в ЗУП за 5 минут от 20.02.2024"" на эту тему.",messages_3,True,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник полезной информации, связанной с темой, о которой говорил вебинар. Хотя комментарий содержит негативный тон (относится к стоимости), он все же признает сервис полезным и достоверным.",16 февраля был вебинар в налоговой где чётко сказали что нб считаем отдельно а сегодня вышло видео бухэксперт 8 новое в зуп за 5 минут от 20 02 2024 на эту тему
11969,11970,2024-02-21,47,"в бухэксперте статья:
МЕХАНИЗМ НАЧИСЛЕНИЯ И УПЛАТЫ ЕНП С 2024 ГОДА В 1С",messages_3,True,positive,0.5,"Пользователь ссылается на сервис как на источник информации, но не выражает особую эмоцию по этому вопросу. Статья упоминается как нейтральная информация, но не вызывает явного удовольствия или неудовольствия.",в бухэксперте статья механизм начисления и уплаты енп с 2024 года в 1 с
13061,13062,2024-02-27,31,"А разве не надо все переплаты по всем налогам на 01.01.23, так же как и кредиторку через операцию ""переход на ЕНС"" перенести на счёт ЕНС? 
https://buhexpert8.ru/1s-buhgalteriya/nalogi/nalog-na-pribyl/osobennosti-nalogovogo-ucheta-v-1s/perenos-naloga-na-pribyl-za-2023-god-na-ens-v-1s-prof.html",messages_3,False,positive,0.7,"Пользователь ссылается на сервис бухгалтерского учета Buhexpert 8 как на источник достоверной информации, что делает комментарий положительным. Хотя он высказывается негативно о переносе всех налогов и кредиторки на ЕНС, он все же считает, что Buhexpert 8 может помочь найти решение этой проблемы.",а разве не надо все переплаты по всем налогам на 01 01 23 так же как и кредиторку через операцию переход на енс перенести на счёт енс ссылка на бухэксперт 8
13601,13602,2024-02-29,535,В моем случае на сайте Бухэксперт8 помогла статья ПРЕКРАЩЕНИЕ ЛИЗИНГА ПОСЛЕ АВАРИИ В 1С...посмотрите...,messages_3,True,positive,0.7,"Пользователь ссылается на статью с сайта бухэксперт 8 как на полезную и информативную, что считается положительным отзывом.",в моем случае на сайте бухэксперт 8 помогла статья прекращение лизинга после аварии в 1 с посмотрите
13824,13825,2024-02-29,830,"Напишите, пожалуйста, по результатам. А в 1с он называется Доходы, выплаченные иностранным организациям: 

https://buhexpert8.ru/1s-buhgalteriya/nalogi/nalog-na-pribyl/osobennosti-nalogovogo-ucheta-v-1s/raschet-nalogovogo-agenta-za-2021-god-pri-vyplate-dohodov-inostrannym-organizatsiyam-v-1s.html?ysclid=lt79mbqnch653481713",messages_3,False,positive,0.5,"Пользователь ссылается на сервис Buhexpert как источник информации, хотя высказывается негативно о выплатах иностранным организациям. Это делает комментарий положительным.",напишите пожалуйста по результатам а в 1 с он называется доходы выплаченные иностранным организациям ссылка на бухэксперт 8
14309,14310,2024-03-02,822,"https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/kak-realizovat-v-1s-predoplatu-poluchennuyu-ozonom.html а тут якобы о том, что отчет просто справочно ...",messages_3,False,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что считается хорошим примером для сервиса. Хотя комментарий содержит негативный тон, основная причина оценки положительной - использование сервиса в качестве достоверного источника.",ссылка на бухэксперт 8 а тут якобы о том что отчет просто справочно
14317,14318,2024-03-02,11,"Если проводите через отчёты комиссионера https://buhexpert8.ru/1s-buhgalteriya/posrednicheskie-operatsii/realizatsiya-tovara/realizatsiya-tovarov-po-dogovoru-komissii-s-avansom-pozitsiya-komitenta.html

В Отчете по предоплатам за товары используете:

- сумма аванса в 1 отчете - столбец Сумма предварительной оплаты (с учётом НДС) за минусом суммы в столбце Сумма возвращенной предварительной оплаты (с учётом НДС) с фильтром по столбцу Месяц отправления - текущий месяц.

- сумма зачета аванса во 2 отчете - Сумма реализации (с учётом НДС) плюс сумма в столбце Сумма возвращенной предварительной оплаты (с учётом НДС) с фильтром по столбцу Месяц отправления - предыдущий месяц.",messages_3,False,positive,0.7,"Пользователь использует сервис как источник информации, упрощая процесс составления отчетов по предоплатам. Сервис позволяет корректно учесть НДС и фильтровать данные по месяцам отправления, что упрощает работу с отчетностью.",если проводите через отчёты комиссионера ссылка на бухэксперт 8 в отчете по предоплатам за товары используете сумма аванса в 1 отчете столбец сумма предварительной оплаты с учётом ндс за минусом суммы в столбце сумма возвращенной предварительной оплаты с учётом ндс с фильтром по столбцу месяц отправления текущий месяц сумма зачета аванса во 2 отчете сумма реализации с учётом ндс плюс сумма в столбце сумма возвращенной предварительной оплаты с учётом ндс с фильтром по столбцу месяц отправления предыдущий месяц
14692,14693,2024-03-04,284,"Не уверена можно ли размещать ссылки но нашла неплохую статью. 

https://buhexpert8.ru/1s-buhgalteriya/postuplenie-i-prinyatie-k-uchetu-nma/perehod-na-fsbu-14-i-uchet-prav-polzovaniya-programmnymi-produktami-po-litsenzionnym-dogovoram-neisklyuchitelnaya-litsenziya-s-2024-v-1s.html#:~:text=%D0%A1%202024%20%D0%B3%D0%BE%D0%B4%D0%B0%20%D0%BA%20%D0%9D%D0%9C%D0%90,%D0%B2%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D1%81%20%D0%A4%D0%A1%D0%91%D0%A3%2014.",messages_3,False,positive,0.5,"Пользователь нашел сервис полезным и упомянул ссылку на статью на сайте бухгалтерского эксперта, что говорит о нейтральном или положительном отношении к сервису.",не уверена можно ли размещать ссылки но нашла неплохую статью ссылка на бухэксперт 8
16109,16110,2024-03-12,45,"https://buhexpert8.ru/1s-buhgalteriya/enp/operatsii-po-ens-s-2024-goda-v-1s.html
и тут регулярно обновляют инфу",messages_3,False,positive,0.7,"Пользователь ссылается на сервис Buhexpert 8 как на источник регулярно обновляемой информации, что свидетельствует о позитивном отношении к сервису. Хотя комментарий не является очень положительным, он все же указывает на то, что сервис полезен и достоверен.",ссылка на бухэксперт 8 и тут регулярно обновляют инфу
16665,16666,2024-03-15,238,"Посмотрите на сайте бухэксперт8.
Там найдёте много ответов",messages_3,True,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что считается хорошим примером для сервиса. Хотя комментарий содержит негативный тон, он все же указывает на полезность сервиса.",посмотрите на сайте бухэксперт 8 там найдёте много ответов
17495,17496,2024-03-19,42,"https://buhexpert8.ru/1s-zup/strahovye-vznosy/otchetnost-po-strahovym-vznosam/nuzhno-li-otrazhat-v-rsv-za-1-kvartal-2021-goda-vozmeshhenie-rashodov-fss-za-proshlye-periody.html здесь почитайте, может, поможет инфа",messages_3,False,positive,0.5,"Пользователь ссылается на сервис Buhexpert 8 как на источник полезной информации, но не выражает особую эмоцию по отношению к сервису. Ссылка на него считается положительным, но не очень эмоциональным и не очень позитивным комментарий.",ссылка на бухэксперт 8 здесь почитайте может поможет инфа
18222,18223,2024-03-21,834,"https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/76-02-raschety-po-pretenziyam-pochemu-aktivnyj.html У меня времени не хватает доказывать, что Вы глубоко не правы.",messages_3,False,negative,0.5,"Пользователь высказывается негативно, но ссылается на статью или материал от бухэксперта 8, что делает комментарий положительным.",ссылка на бухэксперт 8 у меня времени не хватает доказывать что вы глубоко не правы
18249,18250,2024-03-21,72,С того же Бухэксперта,messages_3,True,positive,0.75,"Пользователь ссылается на сервис бухгалтера как на источник достоверной информации, что считается хорошим примером для сервиса. Хотя комментарий содержит негативный тон, но он не направлен против самого сервиса, а используется только как источник информации.",с того же бухэксперта
18355,18356,2024-03-22,47,"это не ошибка а второй этап интеграции учета на енс для спец режимов, будет добавлен в программе блок ЕНС «сведения об уплате налогов», сведения должны быть на основе данных ЛК.
Бухэксперт  посмотрите и еще ранее лекция была на итс от 15.02.24

https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/v-2024-godu-v-kudir-ne-vklyuchayutsya-ndfl-i-strahovye-vznosy.html?ysclid=lu2c46p7hd178730434",messages_3,True,positive,0.6,"Пользователь ссылается на сервис как на источник достоверной информации, хотя высказывается неоднозначно о конкретном вопросе. Это считается хорошим примером для сервиса.",это не ошибка а второй этап интеграции учета на енс для спец режимов будет добавлен в программе блок енс сведения об уплате налогов сведения должны быть на основе данных лк бухэксперт посмотрите и еще ранее лекция была на итс от 15 02 24 ссылка на бухэксперт 8
18656,18657,2024-03-23,1854,"Расчёт по доходам иностранных организаций- меню Отчеты, регламентированные отчеты. Этот отчет называется в 1с - Доходы, выплаченные иностранным организациям. Вы выбираете в закладке Все и в поле поиска вбиваете. А как заполнять в 1с -https://buhexpert8.ru/1s-buhgalteriya/nalogi/nalog-na-pribyl/osobennosti-nalogovogo-ucheta-v-1s/raschet-nalogovogo-agenta-za-2021-god-pri-vyplate-dohodov-inostrannym-organizatsiyam-v-1s.html",messages_3,False,positive,0.6,"Пользователь использует сервис только как источник информации, хотя высказывается негативно. Вероятно, он оценивает удобство использования сервиса как среднее между положительным и отрицательным.",расчёт по доходам иностранных организаций меню отчеты регламентированные отчеты этот отчет называется в 1 с доходы выплаченные иностранным организациям вы выбираете в закладке все и в поле поиска вбиваете а как заполнять в 1 с ссылка на бухэксперт 8
18930,18931,2024-03-25,45,"https://buhexpert8.ru/1s-buhgalteriya/postuplenie-i-prinyatie-k-uchetu-nma/perehod-na-fsbu-14-i-fsbu-26-alternativno-ili-perspektivno-v-1s.html
три варианта перехода",messages_3,False,positive,0.7,"Пользователь ссылается на сервис Buhexpert 8 как на источник информации, что говорит о том, что он считает его достоверным и полезным. Хотя комментарий содержит негативный тон, связанный с ограниченным количеством вариантов перехода, общий настрой к сервису остается позитивным.",ссылка на бухэксперт 8 три варианта перехода
19410,19411,2024-03-27,47,"Получилось? А чтобы автоматически, то тогда надо интеграцию  с ЛК делать, подключать её, так на итс писали и Бухэксперт тоже.",messages_3,True,neutral,0.5,"Пользователь упоминает об интеграции с ЛК, но не выражает явную положительную или отрицательную эмоцию. Отношение к сервису нейтральное.",получилось а чтобы автоматически то тогда надо интеграцию с лк делать подключать её так на итс писали и бухэксперт тоже
19577,19578,2024-03-27,1911,"Если ""по карману"" вам подойдет, то БухЭксперт8 - это лучшее.",messages_3,True,positive,0.8,"Пользователь считает, что Buhexpert 8 - лучшее решение для тех, кто ищет достоверную бухгалтерскую информацию. Они упоминают его как высоко оцененный и полезный сервис.",если по карману вам подойдет то бухэксперт 8 это лучшее
19620,19621,2024-03-27,340,"Пользуюсь бухэксперт8, дорого. Но там просто кладезь подробная по 1с. Много чего беру там. По законам и справкам нет лучше чем консультант. Ну и клерк конечно консультации, чаты, разборы. Я пользуюсь всем.",messages_3,True,positive,0.8,"Пользователь оценивает сервис Бухэксперт 8 положительно, потому что там есть множество подробной информации по разным темам, включая законы и справки. Он считает его лучшим источником, сравнимым только с консультантами и клерками. Пользователь использует сервис Бухэксперт 8 и его чаты с разборами.",пользуюсь бухэксперт 8 дорого но там просто кладезь подробная по 1 с много чего беру там по законам и справкам нет лучше чем консультант ну и клерк конечно консультации чаты разборы я пользуюсь всем
22281,22282,2024-04-07,1090,"Если аванс больше зарплаты, какие то проблемы по ндфл есть, читала в бухэксперте",messages_3,True,positive,0.5,"Пользователь упоминает о проблемах с НДФЛ, которые были описаны в статье или уроке на сайте бухгалтерского эксперта. Хотя это негативный комментарий, он ссылается на сервис как источник информации, поэтому его комментарий классифицируется как положительный.",если аванс больше зарплаты какие то проблемы по ндфл есть читала в бухэксперте
24101,24102,2024-04-16,45,"нюансы не помню. Был хвост,связанный с отпускными. Не помню, эта статья или другая https://buhexpert8.ru/obuchenie-1s/1s-buhgalteriya-8-3/operatsiya-ucheta-ndfl-v-1s-8-3-kak-zapolnit.html
Иногда случаются ситуации, когда зарплатные документы не отражаются в программе или регистрируется прочий доход, облагаемый НДФЛ, ручными операциями. Чтобы эти расходы отразились в регистрах НДФЛ, используйте документ Операция учета НДФЛ.
В БП 8.3 Зарплата и кадры_НДФЛ_Все  документы по НДФЛ. Создавала операцию.  В моей операции заполнена только вкладка Удержано по всем ставкам.",messages_3,False,positive,0.5,"Пользователь использует сервис бухгалтерского учета как источник информации, упоминая о ситуации, когда зарплатные документы не отражаются в программе и о необходимости использования документарной операции учета НДФЛ. Хотя комментарий нейтральный, он положительно отражает функциональность сервиса бухэксперта 8.",нюансы не помню был хвост связанный с отпускными не помню эта статья или другая ссылка на бухэксперт 8 иногда случаются ситуации когда зарплатные документы не отражаются в программе или регистрируется прочий доход облагаемый ндфл ручными операциями чтобы эти расходы отразились в регистрах ндфл используйте документ операция учета ндфл в бп 8 3 зарплата и кадры ндфл все документы по ндфл создавала операцию в моей операции заполнена только вкладка удержано по всем ставкам
26708,26709,2024-04-26,834,"Не пробовали на Бухэксперт8 заглянуть? Насколько я знаю, у них есть сопровождение Управления торговлей, дороговато конечно, но... И на Учет без забот есть курс по этой программе.",messages_3,True,positive,0.5,"Пользователь упоминает о сервисе бухэксперт 8 как о источнике информации, хотя отмечает, что его сопровождение управления торговлей стоит дорого. В целом комментарий нейтральный, так как упоминает об информации, но и о цене.",не пробовали на бухэксперт 8 заглянуть насколько я знаю у них есть сопровождение управления торговлей дороговато конечно но и на учет без забот есть курс по этой программе
28237,28238,2024-05-08,42,вот что нашла https://buhexpert8.ru/voprosy/voprosy-1s-buhgalteriya/dogovora-tsessii.html,messages_3,False,positive,0.7,"Пользователь ссылается на сервис бухэксперт 8 как на источник информации, что считается хорошим примером для сервиса. Хотя комментарий содержит негативный тон, но он не направлен непосредственно против сервиса, а лишь ссылается на него как на источник.",вот что нашла ссылка на бухэксперт 8
